ingrl;sexo;edad;escol;lningrl;edad2
348;1;43;13;5.8522024;1849
318;0;35;12;5.7620516;1225
160;0;57;9;5.0751739;3249
1000;1;54;12;6.9077554;2916
1000;0;45;16;6.9077554;2025
135;1;70;4;4.9052749;4900
215;0;22;12;5.3706379;484
120;1;73;6;4.7874918;5329
200;1;40;6;5.2983174;1600
338;0;39;6;5.8230457;1521
160;1;23;12;5.0751739;529
190;1;83;6;5.2470241;6889
400;0;44;12;5.9914646;1936
1350;1;66;15;7.20786;4356
1200;0;64;12;7.0900769;4096
1200;1;37;17;7.0900769;1369
900;1;44;15;6.8023949;1936
240;1;25;6;5.480639;625
30;0;23;11;3.4011974;529
215;1;39;6;5.3706379;1521
160;0;30;6;5.0751739;900
150;1;56;4;5.0106354;3136
96;0;56;6;4.5643482;3136
180;1;30;6;5.1929569;900
160;1;31;2;5.0751739;961
80;0;38;6;4.3820267;1444
100;1;18;10;4.6051702;324
150;1;63;6;5.0106354;3969
90;0;59;4;4.4998097;3481
200;1;34;6;5.2983174;1156
140;0;32;6;4.9416423;1024
170;1;31;6;5.1357985;961
170;0;28;11;5.1357985;784
150;1;63;6;5.0106354;3969
80;0;62;4;4.3820267;3844
150;1;42;6;5.0106354;1764
120;1;32;6;4.7874918;1024
100;1;50;5;4.6051702;2500
550;0;43;5;6.3099184;1849
1000;1;26;15;6.9077554;676
548;0;23;16;6.3062754;529
250;1;45;6;5.521461;2025
80;1;92;4;4.3820267;8464
360;1;57;9;5.8861041;3249
100;0;51;10;4.6051702;2601
570;1;80;3;6.3456364;6400
265;0;81;4;5.57973;6561
80;0;57;12;4.3820267;3249
5010;1;40;6;8.5191908;1600
819;1;29;11;6.7080841;841
460;1;67;9;6.1312265;4489
140;0;62;15;4.9416423;3844
200;1;60;6;5.2983174;3600
1560;1;53;17;7.3524413;2809
850;1;56;6;6.7452364;3136
450;1;39;12;6.1092477;1521
450;0;30;16;6.1092477;900
358;0;28;12;5.8805332;784
400;1;58;6;5.9914646;3364
100;0;42;12;4.6051702;1764
95;0;33;17;4.5538769;1089
530;1;30;12;6.2728772;900
150;0;52;12;5.0106354;2704
260;1;56;6;5.5606818;3136
210;1;64;3;5.3471074;4096
230;0;60;3;5.4380794;3600
230;0;29;6;5.4380794;841
270;1;65;3;5.5984221;4225
160;0;26;12;5.0751739;676
425;0;24;15;6.0520892;576
358;1;22;9;5.8805332;484
160;0;21;6;5.0751739;441
525;1;44;6;6.2633982;1936
600;1;37;6;6.3969297;1369
300;0;34;6;5.7037826;1156
520;1;41;6;6.253829;1681
320;0;42;9;5.768321;1764
243;1;42;6;5.4930615;1764
450;1;33;6;6.1092477;1089
60;0;30;6;4.0943446;900
810;1;41;6;6.6970344;1681
450;0;38;6;6.1092477;1444
130;1;73;4;4.8675346;5329
240;1;36;6;5.480639;1296
205;1;33;6;5.32301;1089
530;1;50;8;6.2728772;2500
120;0;47;11;4.7874918;2209
80;0;20;12;4.3820267;400
120;0;17;12;4.7874918;289
70;0;30;6;4.2484951;900
390;1;49;6;5.9661469;2401
190;0;46;6;5.2470241;2116
160;1;22;12;5.0751739;484
160;1;34;6;5.0751739;1156
300;1;36;6;5.7037826;1296
338;1;28;6;5.8230457;784
128;1;58;6;4.8520303;3364
20;0;51;6;2.9957323;2601
290;1;49;7;5.6698809;2401
310;0;30;9;5.7365723;900
230;1;28;12;5.4380794;784
1000;1;39;6;6.9077554;1521
180;1;16;5;5.1929569;256
180;0;45;6;5.1929569;2025
125;0;40;6;4.8283138;1600
125;0;36;6;4.8283138;1296
215;1;55;6;5.3706379;3025
480;1;58;6;6.1737862;3364
55;1;69;3;4.0073333;4761
142;0;56;6;4.9558272;3136
280;1;31;6;5.6347895;961
162;1;30;6;5.0875964;900
160;0;35;6;5.0751739;1225
160;1;20;8;5.0751739;400
300;1;59;0;5.7037826;3481
240;1;45;6;5.480639;2025
402;1;23;6;5.9964519;529
290;0;42;6;5.6698809;1764
1150;1;51;6;7.0475173;2601
240;1;29;11;5.480639;841
1030;1;75;5;6.937314;5625
170;1;39;10;5.1357985;1521
170;1;30;9;5.1357985;900
110;1;81;6;4.7004805;6561
220;1;35;12;5.3936276;1225
200;1;43;4;5.2983174;1849
130;0;38;6;4.8675346;1444
1100;1;73;6;7.0030656;5329
270;1;47;6;5.5984221;2209
140;0;43;3;4.9416423;1849
240;1;27;6;5.480639;729
2950;1;50;6;7.9895606;2500
175;0;44;6;5.1647859;1936
225;1;21;12;5.4161005;441
550;1;28;10;6.3099184;784
230;1;23;8;5.4380794;529
190;1;43;9;5.2470241;1849
650;1;29;6;6.4769726;841
150;1;59;3;5.0106354;3481
120;1;24;12;4.7874918;576
150;1;23;12;5.0106354;529
70;1;22;12;4.2484951;484
100;1;41;4;4.6051702;1681
483;1;49;6;6.1800165;2401
0;1;24;6;;576
80;1;53;2;4.3820267;2809
150;1;17;5;5.0106354;289
430;1;76;4;6.0637851;5776
390;1;36;12;5.9661469;1296
352;1;28;6;5.8636312;784
100;0;25;12;4.6051702;625
230;1;70;4;5.4380794;4900
200;1;27;6;5.2983174;729
318;0;25;6;5.7620516;625
280;1;49;6;5.6347895;2401
350;0;42;6;5.857933;1764
318;0;27;16;5.7620516;729
350;1;63;2;5.857933;3969
130;0;58;6;4.8675346;3364
210;1;30;6;5.3471074;900
348;0;33;13;5.8522024;1089
450;1;54;12;6.1092477;2916
180;1;48;6;5.1929569;2304
280;0;38;6;5.6347895;1444
1080;1;45;6;6.9847164;2025
500;0;42;6;6.2146082;1764
430;1;61;4;6.0637851;3721
80;1;53;5;4.3820267;2809
120;1;30;5;4.7874918;900
180;1;83;2;5.1929569;6889
240;1;22;6;5.480639;484
340;1;24;6;5.8289456;576
140;1;68;4;4.9416423;4624
240;0;37;7;5.480639;1369
60;0;31;6;4.0943446;961
350;0;61;1;5.857933;3721
230;1;43;6;5.4380794;1849
60;0;43;6;4.0943446;1849
100;1;22;12;4.6051702;484
200;0;51;6;5.2983174;2601
280;1;26;1;5.6347895;676
330;1;49;12;5.7990928;2401
150;0;48;6;5.0106354;2304
318;1;53;6;5.7620516;2809
318;0;32;12;5.7620516;1024
348;0;24;17;5.8522024;576
160;1;56;6;5.0751739;3136
500;1;32;15;6.2146082;1024
70;0;45;10;4.2484951;2025
428;1;67;4;6.059123;4489
120;1;50;15;4.7874918;2500
150;1;47;12;5.0106354;2209
300;1;35;12;5.7037826;1225
240;1;60;12;5.480639;3600
50;1;38;12;3.9120231;1444
318;1;50;5;5.7620516;2500
318;1;23;5;5.7620516;529
238;1;30;9;5.4722705;900
710;1;42;15;6.5652652;1764
560;0;50;16;6.3279366;2500
333;0;43;6;5.8081427;1849
365;1;22;12;5.8998976;484
555;0;33;16;6.3189683;1089
550;1;37;12;6.3099184;1369
170;0;33;6;5.1357985;1089
120;0;82;6;4.7874918;6724
120;1;25;11;4.7874918;625
350;1;39;6;5.857933;1521
120;1;20;6;4.7874918;400
80;1;62;5;4.3820267;3844
60;0;52;6;4.0943446;2704
558;1;55;15;6.3243589;3025
318;1;62;6;5.7620516;3844
318;0;21;6;5.7620516;441
318;1;27;6;5.7620516;729
318;0;23;6;5.7620516;529
60;0;52;6;4.0943446;2704
240;1;50;6;5.480639;2500
240;1;30;6;5.480639;900
240;1;29;6;5.480639;841
398;1;42;6;5.9864521;1764
60;1;17;12;4.0943446;289
60;1;16;7;4.0943446;256
60;0;14;7;4.0943446;196
210;1;70;6;5.3471074;4900
50;1;57;6;3.9120231;3249
120;1;33;6;4.7874918;1089
238;1;46;15;5.4722705;2116
210;1;34;6;5.3471074;1156
150;1;58;0;5.0106354;3364
150;1;23;12;5.0106354;529
200;0;65;0;5.2983174;4225
130;1;51;6;4.8675346;2601
300;0;53;6;5.7037826;2809
1235;1;78;3;7.1188264;6084
200;1;55;5;5.2983174;3025
200;0;27;12;5.2983174;729
150;1;47;12;5.0106354;2209
250;0;39;6;5.521461;1521
100;1;66;4;4.6051702;4356
240;1;26;6;5.480639;676
880;1;66;16;6.779922;4356
100;1;23;12;4.6051702;529
320;1;45;4;5.768321;2025
220;1;20;12;5.3936276;400
220;1;18;6;5.3936276;324
90;1;40;0;4.4998097;1600
90;0;22;1;4.4998097;484
349;0;38;16;5.855072;1444
180;1;49;6;5.1929569;2401
238;1;46;15;5.4722705;2116
100;0;65;0;4.6051702;4225
50;1;42;6;3.9120231;1764
240;1;72;3;5.480639;5184
200;1;60;5;5.2983174;3600
238;0;26;12;5.4722705;676
30;1;68;5;3.4011974;4624
291;1;55;6;5.6733232;3025
298;1;42;14;5.6970935;1764
120;1;19;12;4.7874918;361
120;1;60;6;4.7874918;3600
11;0;56;6;2.3978953;3136
35;0;82;3;3.5553482;6724
60;0;41;6;4.0943446;1681
100;1;44;12;4.6051702;1936
258;1;38;12;5.5529594;1444
90;0;37;6;4.4998097;1369
60;0;68;5;4.0943446;4624
100;1;47;6;4.6051702;2209
700;0;24;16;6.5510802;576
100;1;33;6;4.6051702;1089
180;1;39;6;5.1929569;1521
120;1;63;5;4.7874918;3969
120;1;30;6;4.7874918;900
100;1;28;9;4.6051702;784
100;1;18;12;4.6051702;324
120;1;53;6;4.7874918;2809
800;1;43;12;6.6846118;1849
600;1;40;12;6.3969297;1600
280;1;20;12;5.6347895;400
310;1;26;6;5.7365723;676
150;1;46;6;5.0106354;2116
80;0;38;6;4.3820267;1444
240;1;31;6;5.480639;961
1437;1;51;16;7.2703128;2601
548;0;45;12;6.3062754;2025
388;0;35;6;5.9610052;1225
260;1;57;6;5.5606818;3249
118;1;28;11;4.7706847;784
200;1;38;13;5.2983174;1444
160;1;64;6;5.0751739;4096
318;0;27;15;5.7620516;729
160;1;22;12;5.0751739;484
160;0;46;12;5.0751739;2116
120;1;65;6;4.7874918;4225
1900;0;37;17;7.5496092;1369
850;0;29;17;6.7452364;841
368;1;34;12;5.908083;1156
100;1;31;16;4.6051702;961
780;0;25;15;6.6592941;625
120;1;37;6;4.7874918;1369
30;0;36;8;3.4011974;1296
1240;0;36;14;7.1228666;1296
0;1;76;0;;5776
182;0;43;11;5.2040067;1849
348;1;24;6;5.8522024;576
250;1;28;16;5.521461;784
120;1;52;7;4.7874918;2704
120;1;76;6;4.7874918;5776
200;1;66;6;5.2983174;4356
530;1;65;6;6.2728772;4225
415;1;37;6;6.0282784;1369
348;1;49;6;5.8522024;2401
225;0;40;8;5.4161005;1600
70;1;20;12;4.2484951;400
200;1;80;3;5.2983174;6400
210;0;40;8;5.3471074;1600
120;1;22;12;4.7874918;484
500;1;81;2;6.2146082;6561
60;1;20;11;4.0943446;400
120;1;44;6;4.7874918;1936
450;0;23;17;6.1092477;529
70;1;35;3;4.2484951;1225
15;1;68;2;2.7080503;4624
180;1;23;6;5.1929569;529
45;1;57;6;3.8066626;3249
220;1;31;12;5.3936276;961
318;0;28;12;5.7620516;784
652;1;42;12;6.4800444;1764
352;0;31;17;5.8636312;961
1205;1;36;17;7.0942349;1296
400;1;37;6;5.9914646;1369
585;1;36;6;6.3716121;1296
0;0;29;6;;841
100;0;29;12;4.6051702;841
2200;1;66;6;7.6962128;4356
1200;1;63;6;7.0900769;3969
1230;0;33;17;7.1147695;1089
0;0;31;17;;961
340;0;46;0;5.8289456;2116
430;1;23;12;6.0637851;529
992;0;31;17;6.8997231;961
130;1;33;6;4.8675346;1089
265;1;27;8;5.57973;729
180;1;22;11;5.1929569;484
370;1;47;9;5.9135032;2209
280;1;46;8;5.6347895;2116
500;1;45;7;6.2146082;2025
350;0;43;7;5.857933;1849
660;1;52;6;6.49224;2704
290;1;44;6;5.6698809;1936
90;0;47;10;4.4998097;2209
280;1;37;3;5.6347895;1369
400;1;68;4;5.9914646;4624
250;0;58;4;5.521461;3364
600;1;40;9;6.3969297;1600
870;0;38;6;6.7684932;1444
170;1;41;6;5.1357985;1681
68;0;38;6;4.2195077;1444
580;1;53;6;6.363028;2809
300;1;36;6;5.7037826;1296
150;1;63;6;5.0106354;3969
200;0;48;5;5.2983174;2304
430;1;20;12;6.0637851;400
390;0;45;6;5.9661469;2025
830;1;60;6;6.7214255;3600
230;0;52;6;5.4380794;2704
650;1;43;9;6.4769726;1849
600;1;70;6;6.3969297;4900
330;1;70;3;5.7990928;4900
230;1;40;6;5.4380794;1600
300;1;36;12;5.7037826;1296
300;0;35;6;5.7037826;1225
80;1;64;6;4.3820267;4096
210;0;60;4;5.3471074;3600
900;1;35;8;6.8023949;1225
700;1;70;0;6.5510802;4900
0;1;49;12;;2401
200;0;39;6;5.2983174;1521
200;1;18;12;5.2983174;324
180;1;63;0;5.1929569;3969
210;1;25;6;5.3471074;625
640;0;35;18;6.4614682;1225
520;1;50;6;6.253829;2500
520;0;53;6;6.253829;2809
100;0;43;6;4.6051702;1849
730;1;35;12;6.5930448;1225
290;0;34;6;5.6698809;1156
600;1;63;3;6.3969297;3969
200;1;59;6;5.2983174;3481
300;1;38;6;5.7037826;1444
390;1;47;2;5.9661469;2209
13;1;66;3;2.5649493;4356
210;1;67;6;5.3471074;4489
0;1;44;6;;1936
637;0;53;10;6.4567695;2809
318;1;36;6;5.7620516;1296
350;1;41;6;5.857933;1681
0;0;65;3;;4225
0;1;73;5;;5329
400;0;31;6;5.9914646;961
50;1;79;0;3.9120231;6241
240;1;51;6;5.480639;2601
280;1;40;8;5.6347895;1600
400;0;42;0;5.9914646;1764
310;1;35;4;5.7365723;1225
280;1;69;2;5.6347895;4761
280;1;23;6;5.6347895;529
290;1;53;0;5.6698809;2809
260;1;45;6;5.5606818;2025
867;0;42;18;6.765039;1764
100;0;39;12;4.6051702;1521
186;1;55;4;5.2257466;3025
100;1;42;9;4.6051702;1764
370;0;36;6;5.9135032;1296
290;1;42;0;5.6698809;1764
200;1;32;0;5.2983174;1024
200;1;38;0;5.2983174;1444
20;1;18;6;2.9957323;324
180;1;57;1;5.1929569;3249
80;1;66;2;4.3820267;4356
180;1;22;12;5.1929569;484
180;1;18;12;5.1929569;324
110;1;38;6;4.7004805;1444
175;1;64;3;5.1647859;4096
110;1;65;6;4.7004805;4225
180;0;65;5;5.1929569;4225
0;1;76;3;;5776
160;1;76;2;5.0751739;5776
100;1;33;6;4.6051702;1089
400;1;65;6;5.9914646;4225
250;0;58;0;5.521461;3364
250;1;37;17;5.521461;1369
648;0;33;19;6.4738908;1089
465;0;24;13;6.1420374;576
240;1;73;6;5.480639;5329
870;0;50;17;6.7684932;2500
1000;1;51;18;6.9077554;2601
150;1;69;6;5.0106354;4761
340;0;42;6;5.8289456;1764
460;1;26;12;6.1312265;676
982;0;50;17;6.8895912;2500
555;1;55;9;6.3189683;3025
555;0;47;12;6.3189683;2209
1480;1;52;16;7.2997975;2704
1350;0;48;16;7.20786;2304
500;1;55;6;6.2146082;3025
330;0;53;6;5.7990928;2809
230;0;65;6;5.4380794;4225
100;1;65;6;4.6051702;4225
388;0;20;12;5.9610052;400
580;1;30;15;6.363028;900
1098;0;31;17;7.0012455;961
300;1;43;10;5.7037826;1849
400;1;44;9;5.9914646;1936
348;1;35;12;5.8522024;1225
0;0;21;6;;441
452;1;43;5;6.1136823;1849
320;1;18;12;5.768321;324
250;0;28;14;5.521461;784
652;1;46;17;6.4800444;2116
980;0;37;17;6.8875527;1369
300;1;56;6;5.7037826;3136
360;1;33;10;5.8861041;1089
350;1;29;12;5.857933;841
160;1;68;2;5.0751739;4624
353;0;38;9;5.866468;1444
420;1;26;14;6.0402546;676
400;1;33;6;5.9914646;1089
100;0;50;6;4.6051702;2500
120;0;22;12;4.7874918;484
581;1;59;12;6.3647509;3481
600;1;40;6;6.3969297;1600
600;1;60;6;6.3969297;3600
850;0;53;14;6.7452364;2809
720;1;44;6;6.5792513;1936
200;0;58;2;5.2983174;3364
318;0;25;6;5.7620516;625
140;1;20;11;4.9416423;400
400;1;47;12;5.9914646;2209
1450;0;45;17;7.2793188;2025
150;1;65;4;5.0106354;4225
150;1;55;2;5.0106354;3025
150;0;55;2;5.0106354;3025
150;1;28;6;5.0106354;784
250;1;67;6;5.521461;4489
250;0;26;9;5.521461;676
220;1;20;12;5.3936276;400
170;0;19;6;5.1357985;361
200;1;30;6;5.2983174;900
200;1;37;6;5.2983174;1369
200;1;28;6;5.2983174;784
320;1;61;4;5.768321;3721
160;1;71;0;5.0751739;5041
350;1;64;3;5.857933;4096
470;0;28;6;6.1527328;784
490;1;27;12;6.1944056;729
550;1;54;6;6.3099184;2916
160;1;33;6;5.0751739;1089
100;0;35;6;4.6051702;1225
0;1;60;6;;3600
150;1;48;6;5.0106354;2304
130;1;55;0;4.8675346;3025
210;0;51;6;5.3471074;2601
340;1;37;6;5.8289456;1369
150;1;40;6;5.0106354;1600
200;1;63;3;5.2983174;3969
300;1;53;5;5.7037826;2809
150;0;48;6;5.0106354;2304
220;0;47;9;5.3936276;2209
300;1;22;9;5.7037826;484
370;1;20;12;5.9135032;400
58;0;70;3;4.0604429;4900
595;1;62;5;6.3885612;3844
150;0;48;4;5.0106354;2304
480;1;40;9;6.1737862;1600
90;0;42;12;4.4998097;1764
20;0;82;3;2.9957323;6724
340;1;48;6;5.8289456;2304
200;1;50;3;5.2983174;2500
200;0;48;1;5.2983174;2304
400;1;30;15;5.9914646;900
50;0;26;17;3.9120231;676
200;1;67;4;5.2983174;4489
400;0;44;6;5.9914646;1936
200;0;67;6;5.2983174;4489
200;1;45;6;5.2983174;2025
120;0;20;9;4.7874918;400
180;0;38;6;5.1929569;1444
380;0;37;12;5.9401712;1369
358;1;31;12;5.8805332;961
106;0;75;4;4.6634393;5625
395;0;25;12;5.9788857;625
650;1;47;12;6.4769726;2209
1098;1;48;19;7.0012455;2304
990;0;45;19;6.8977051;2025
530;1;40;12;6.2728772;1600
4000;0;35;12;8.2940493;1225
520;0;42;14;6.253829;1764
400;1;30;12;5.9914646;900
950;1;37;6;6.856462;1369
250;1;40;6;5.521461;1600
860;0;29;12;6.7569323;841
922;1;48;12;6.8265452;2304
400;0;50;6;5.9914646;2500
450;1;52;12;6.1092477;2704
310;0;52;12;5.7365723;2704
400;1;43;9;5.9914646;1849
85;0;41;6;4.4426513;1681
170;0;40;9;5.1357985;1600
2000;1;30;14;7.6009026;900
190;0;29;14;5.2470241;841
150;0;36;6;5.0106354;1296
190;0;33;9;5.2470241;1089
480;1;25;6;6.1737862;625
200;1;24;0;5.2983174;576
200;0;29;9;5.2983174;841
373;1;47;6;5.9215784;2209
600;1;33;10;6.3969297;1089
300;0;27;12;5.7037826;729
200;0;44;12;5.2983174;1936
383;1;27;6;5.9480348;729
280;1;65;6;5.6347895;4225
518;0;36;19;6.2499752;1296
996;1;35;10;6.9037471;1225
200;0;23;17;5.2983174;529
180;0;37;9;5.1929569;1369
1000;1;54;14;6.9077554;2916
300;1;48;6;5.7037826;2304
280;0;36;12;5.6347895;1296
180;0;71;6;5.1929569;5041
1000;1;65;4;6.9077554;4225
90;0;43;9;4.4998097;1849
60;0;18;12;4.0943446;324
170;0;39;7;5.1357985;1521
2000;1;42;8;7.6009026;1764
80;0;36;6;4.3820267;1296
795;1;48;12;6.6783423;2304
795;0;44;12;6.6783423;1936
1200;1;36;17;7.0900769;1296
1000;0;35;17;6.9077554;1225
764;0;43;17;6.6385679;1849
1500;1;30;9;7.3132205;900
400;0;31;9;5.9914646;961
348;0;40;17;5.8522024;1600
445;0;53;16;6.0980744;2809
997;1;33;9;6.9047508;1089
300;0;31;17;5.7037826;961
1600;1;43;14;7.377759;1849
190;0;63;12;5.2470241;3969
900;1;33;15;6.8023949;1089
0;1;27;8;;729
1700;1;33;14;7.4383836;1089
460;0;46;12;6.1312265;2116
575;0;25;17;6.3543701;625
868;0;35;17;6.7661915;1225
260;1;65;3;5.5606818;4225
545;1;27;12;6.300786;729
485;0;23;15;6.1841488;529
1200;1;46;8;7.0900769;2116
898;1;46;16;6.8001699;2116
888;0;49;17;6.7889719;2401
510;1;30;11;6.2344108;900
480;1;24;12;6.1737862;576
1060;0;36;18;6.9660244;1296
660;1;37;18;6.49224;1369
1250;1;41;19;7.130899;1681
1000;0;39;18;6.9077554;1521
900;1;37;12;6.8023949;1369
140;0;37;12;4.9416423;1369
778;0;20;13;6.6567264;400
350;1;19;6;5.857933;361
300;1;60;6;5.7037826;3600
230;1;37;17;5.4380794;1369
448;0;35;17;6.1047931;1225
498;0;32;17;6.2105999;1024
430;1;28;12;6.0637851;784
538;0;42;12;6.2878585;1764
1180;1;35;12;7.0732698;1225
418;1;30;16;6.0354815;900
250;1;32;18;5.521461;1024
560;1;56;9;6.3279366;3136
448;1;45;9;6.1047931;2025
378;0;34;14;5.9348941;1156
400;1;56;9;5.9914646;3136
300;0;51;9;5.7037826;2601
500;1;59;6;6.2146082;3481
685;0;33;17;6.5294189;1089
130;0;70;12;4.8675346;4900
300;0;31;15;5.7037826;961
1200;1;32;15;7.0900769;1024
150;1;44;6;5.0106354;1936
110;0;39;12;4.7004805;1521
700;1;27;17;6.5510802;729
1500;1;41;15;7.3132205;1681
540;0;42;12;6.2915692;1764
120;1;82;9;4.7874918;6724
600;1;63;12;6.3969297;3969
778;0;36;12;6.6567264;1296
1200;1;22;13;7.0900769;484
1200;1;25;14;7.0900769;625
330;1;62;14;5.7990928;3844
460;0;58;17;6.1312265;3364
540;0;35;17;6.2915692;1225
160;1;58;12;5.0751739;3364
180;0;54;12;5.1929569;2916
460;0;41;12;6.1312265;1681
495;0;22;15;6.2045579;484
386;0;36;12;5.9558372;1296
386;0;33;17;5.9558372;1089
1320;1;47;18;7.1853871;2209
823;0;46;15;6.7129564;2116
390;1;61;19;5.9661469;3721
588;0;52;19;6.3767271;2704
654;1;58;12;6.4831076;3364
346;0;32;14;5.8464389;1024
2800;1;67;15;7.9373746;4489
1972;0;55;17;7.5868034;3025
720;1;22;9;6.5792513;484
1650;1;32;12;7.4085307;1024
1100;0;33;15;7.0030656;1089
1200;1;34;18;7.0900769;1156
690;1;32;15;6.5366917;1024
348;0;26;15;5.8522024;676
220;0;55;12;5.3936276;3025
909;1;41;16;6.812345;1681
1200;0;59;16;7.0900769;3481
435;1;36;17;6.075346;1296
348;1;64;8;5.8522024;4096
348;1;37;12;5.8522024;1369
800;1;42;6;6.6846118;1764
150;1;49;6;5.0106354;2401
610;1;47;17;6.4134588;2209
610;0;35;16;6.4134588;1225
348;1;53;12;5.8522024;2809
500;1;38;19;6.2146082;1444
1660;0;30;17;7.4145727;900
100;1;60;12;4.6051702;3600
152;1;63;10;5.0238805;3969
637;1;21;6;6.4567695;441
390;1;51;17;5.9661469;2601
790;0;51;17;6.6720328;2601
300;0;29;6;5.7037826;841
483;1;26;12;6.1800165;676
345;0;24;2;5.8435445;576
446;1;40;6;6.1003189;1600
358;0;36;16;5.8805332;1296
400;1;51;12;5.9914646;2601
78;1;33;6;4.356709;1089
75;1;17;10;4.3174882;289
140;1;70;2;4.9416423;4900
658;1;54;12;6.4892049;2916
45;0;52;9;3.8066626;2704
120;0;51;6;4.7874918;2601
780;0;38;18;6.6592941;1444
548;1;36;15;6.3062754;1296
93;0;34;12;4.5325994;1156
560;1;61;6;6.3279366;3721
367;0;57;6;5.9053617;3249
807;1;33;12;6.6933236;1089
220;0;63;3;5.3936276;3969
676;1;52;6;6.5161929;2704
180;0;53;6;5.1929569;2809
250;1;33;12;5.521461;1089
380;0;30;16;5.9401712;900
82;0;24;12;4.4067192;576
220;0;25;6;5.3936276;625
282;1;60;6;5.6419072;3600
470;0;28;17;6.1527328;784
730;1;37;12;6.5930448;1369
300;1;25;16;5.7037826;625
1420;0;40;17;7.2584124;1600
1500;1;30;12;7.3132205;900
274;0;31;12;5.6131282;961
740;1;40;17;6.6066504;1600
420;0;37;14;6.0402546;1369
3900;1;38;12;8.2687321;1444
180;0;64;0;5.1929569;4096
855;0;40;12;6.7511015;1600
370;1;28;12;5.9135032;784
710;1;29;17;6.5652652;841
555;0;29;17;6.3189683;841
355;0;28;17;5.872118;784
600;1;56;17;6.3969297;3136
3100;1;58;19;8.0391569;3364
548;1;65;19;6.3062754;4225
713;0;67;13;6.5694814;4489
923;1;29;17;6.8276291;841
2530;1;45;19;7.8359747;2025
1020;0;34;14;6.9275579;1156
990;1;31;16;6.8977051;961
0;1;28;16;;784
439;1;54;17;6.0844994;2916
900;0;50;17;6.8023949;2500
439;1;22;13;6.0844994;484
1120;1;38;19;7.0210838;1444
1100;0;36;17;7.0030656;1296
710;0;42;16;6.5652652;1764
318;0;55;3;5.7620516;3025
350;0;33;13;5.857933;1089
155;0;55;6;5.0434251;3025
500;1;54;12;6.2146082;2916
40;1;62;17;3.6888795;3844
1470;1;47;16;7.2930179;2209
130;0;49;15;4.8675346;2401
90;0;53;14;4.4998097;2809
145;0;40;6;4.9767337;1600
356;0;24;6;5.8749309;576
966;0;65;6;6.8731637;4225
0;1;24;12;;576
346;0;24;14;5.8464389;576
382;1;52;10;5.9454207;2704
380;1;34;12;5.9401712;1156
575;0;27;17;6.3543701;729
540;1;57;6;6.2915692;3249
250;0;59;12;5.521461;3481
500;1;68;0;6.2146082;4624
700;1;47;17;6.5510802;2209
570;0;43;17;6.3456364;1849
1020;1;27;17;6.9275579;729
75;0;32;12;4.3174882;1024
282;0;46;9;5.6419072;2116
760;1;28;13;6.6333184;784
465;0;24;12;6.1420374;576
260;1;42;12;5.5606818;1764
515;1;34;12;6.2441669;1156
300;1;63;17;5.7037826;3969
300;1;43;6;5.7037826;1849
420;1;23;6;6.0402546;529
670;1;51;9;6.5072775;2601
1160;1;40;6;7.0561752;1600
300;0;18;9;5.7037826;324
657;1;42;6;6.4876842;1764
378;1;17;12;5.9348941;289
470;0;31;16;6.1527328;961
585;1;36;12;6.3716121;1296
130;1;78;6;4.8675346;6084
680;1;36;6;6.5220928;1296
585;1;28;12;6.3716121;784
160;1;67;12;5.0751739;4489
75;0;42;15;4.3174882;1764
505;1;35;3;6.2245584;1225
430;0;51;15;6.0637851;2601
430;0;23;14;6.0637851;529
300;1;67;6;5.7037826;4489
300;0;60;12;5.7037826;3600
400;1;63;6;5.9914646;3969
600;1;45;12;6.3969297;2025
901;1;26;17;6.8035054;676
320;1;33;17;5.768321;1089
901;0;25;17;6.8035054;625
372;1;28;12;5.9188938;784
150;0;29;12;5.0106354;841
430;1;36;14;6.0637851;1296
775;0;52;12;6.652863;2704
435;0;31;17;6.075346;961
435;0;32;17;6.075346;1024
170;0;37;17;5.1357985;1369
2300;1;56;17;7.7406645;3136
1380;0;27;17;7.2298388;729
1900;1;31;12;7.5496092;961
1682;1;57;18;7.4277387;3249
933;0;51;12;6.8384051;2601
762;0;63;9;6.6359468;3969
1158;1;56;12;7.0544496;3136
220;0;26;12;5.3936276;676
687;1;26;12;6.5323343;676
398;0;25;6;5.9864521;625
455;1;63;17;6.1202974;3969
555;0;51;12;6.3189683;2601
762;0;27;17;6.6359468;729
760;1;30;12;6.6333184;900
80;0;28;12;4.3820267;784
500;1;43;17;6.2146082;1849
1182;0;45;17;7.0749631;2025
515;1;42;0;6.2441669;1764
624;1;25;17;6.4361506;625
190;1;25;2;5.2470241;625
467;0;26;12;6.1463294;676
212;0;49;15;5.3565865;2401
537;0;55;12;6.2859979;3025
225;0;39;9;5.4161005;1521
378;1;33;12;5.9348941;1089
397;0;30;15;5.9839363;900
600;1;74;6;6.3969297;5476
469;1;34;17;6.1506028;1156
431;0;34;17;6.0661082;1156
1290;1;54;19;7.1623974;2916
845;1;52;17;6.7393365;2704
70;0;48;12;4.2484951;2304
0;1;25;15;;625
93;1;54;12;4.5325994;2916
545;1;26;18;6.300786;676
470;1;39;12;6.1527328;1521
80;0;34;12;4.3820267;1156
